"Loja","Metodo","NMAE","RRSE","R2"
"Baltimore","Seasonal_Naive",0.433298319327731,29.1367330342462,0.915105078809107
"Baltimore","mlpe",1.49343387035541,87.8781719913532,0.227742688745815
"Lancaster","Seasonal_Naive",0.322234156820623,29.7688223269666,0.911381721726549
"Lancaster","mlpe",1.58077865848162,132.592969834696,-0.758089564958461
"Philadelphia","Seasonal_Naive",0.691924732090119,30.0007354454708,0.909995587273087
"Philadelphia","mlpe",1.8779658827346,85.821101329678,0.263473856656114
"Richmond","Seasonal_Naive",0.575263662511985,30.8957190326662,0.904545454545455
"Richmond","mlpe",1.99397618466572,96.3916459273512,0.0708650595416159
