"Loja","Metodo","MAE","NMAE","RMSE","RRSE","R2"
"Baltimore","Seasonal_Naive",4.71428571428571,0.433298319327731,6.29058253037257,29.1367330342462,0.915105078809107
"Baltimore","ARIMA",32.7635438949829,3.01135513740652,35.3536132987075,163.750938407831,-1.68143698294452
"Lancaster","Seasonal_Naive",6,0.322234156820623,7.74596669241483,29.7688223269666,0.911381721726549
"Lancaster","ARIMA",44.0242003889712,2.36435018200704,47.9719866345355,184.362985732114,-2.39897105080596
"Philadelphia","Seasonal_Naive",11.7142857142857,0.691924732090119,15.5379719213471,30.0007354454708,0.909995587273087
"Philadelphia","ARIMA",71.4239737429099,4.21878167412344,77.7577137705241,150.134690130904,-1.25404251807026
"Richmond","Seasonal_Naive",3.42857142857143,0.575263662511985,4.44007721940573,30.8957190326662,0.904545454545455
"Richmond","ARIMA",26.2518781421622,4.40467754063124,28.9414720639587,201.385594235117,-3.05561575654311
