"Avaliacao","Lucro_Mediana","Lucro_Min","Lucro_Max"
1123,549,399,790
1124,549,399,790
1125,549,399,790
1126,549,421,790
1127,549,421,790
1128,549,421,790
1129,549,421,790
1130,549,421,790
1131,549,421,790
1132,549,421,790
1133,549,421,790
1134,549,421,790
1135,549,421,790
1136,549,421,790
1137,549,421,790
1138,549,421,790
1139,549,421,790
1140,549,421,790
1141,549,421,790
1142,549,421,790
1143,549,421,790
1144,549,421,790
1145,549,421,790
1146,549,421,790
1147,549,421,790
1148,549,421,790
1149,549,421,790
1150,549,421,790
1151,549,421,790
1152,549,421,790
1153,549,421,790
1154,549,421,790
1155,549,421,790
1156,549,421,790
1157,549,421,790
1158,549,421,790
1159,549,421,790
1160,549,421,790
1161,549,421,790
1162,549,421,790
1163,549,421,790
1164,549,421,790
1165,549,421,790
1166,549,421,790
1167,549,421,790
1168,549,421,790
1169,549,421,790
1170,549,421,790
1171,549,421,790
1172,549,421,790
1173,549,421,790
1174,549,421,790
1175,549,421,790
1176,549,421,790
1177,549,421,790
1178,549,421,790
1179,549,421,790
1180,549,421,790
1181,549,421,790
1182,549,421,790
1183,549,421,790
1184,549,421,790
1185,549,421,790
1186,549,421,800
1187,549,421,800
1188,549,421,800
1189,549,421,800
1190,549,421,800
1191,549,421,800
1192,549,421,800
1193,549,421,800
1194,549,421,800
1195,565,421,800
1196,565,421,800
1197,565,421,800
1198,565,421,800
1199,565,421,800
1200,565,421,800
1201,565,421,800
1202,565,421,800
1203,565,421,800
1204,565,421,800
1205,565,421,800
1206,565,421,800
1207,565,421,800
1208,565,421,800
1209,565,421,800
1210,565,421,800
1211,565,421,800
1212,565,421,800
1213,565,421,800
1214,565,421,800
1215,565,421,800
1216,565,421,800
1217,565,421,800
1218,565,421,800
1219,565,421,800
1220,565,421,800
1221,565,421,800
1222,565,421,800
1223,565,421,800
1224,565,421,800
1225,565,421,800
1226,565,421,800
1227,565,421,800
1228,565,421,800
1229,565,421,800
1230,565,421,800
1231,565,421,800
1232,565,421,800
1233,565,421,800
1234,565,421,800
1235,565,421,800
1236,565,421,800
1237,565,421,800
1238,565,421,800
1239,565,421,800
1240,565,421,800
1241,565,421,800
1242,576,421,800
1243,576,421,800
1244,576,421,800
1245,576,421,800
1246,576,421,800
1247,576,421,800
1248,576,421,800
1249,576,421,800
1250,576,421,800
1251,576,421,800
1252,576,421,800
1253,576,421,800
1254,576,421,800
1255,576,421,800
1256,576,421,800
1257,576,421,800
1258,576,421,800
1259,576,421,800
1260,576,421,800
1261,576,421,800
1262,576,421,800
1263,576,421,800
1264,576,421,800
1265,576,421,800
1266,576,421,800
1267,576,421,800
