"Objetivo","Metodo","Previsao","Runs","Lucro_Mediana","Lucro_Media","Lucro_Max","Lucro_Min","Unidades_Best","Total_HR_Best","Tempo_Total_s"
"O1","DE","ARIMAX",5,16973,17003.6,17095,16914,56753,515,27.97
