"Avaliacao","Lucro_Mediana"
847,11768
848,11768
849,11768
850,11768
851,11768
852,11768
853,11768
854,11768
855,11768
856,11768
857,11768
858,11768
859,11768
860,11768
861,11768
862,11768
863,11768
864,11768
865,11768
866,11768
867,11768
868,11768
869,11768
870,11768
871,11768
872,11768
873,11768
874,11768
875,11768
876,11768
877,11768
878,11768
879,11768
880,11768
881,11768
882,11768
883,11768
884,11768
885,11768
886,11768
887,11768
888,11768
889,11768
890,11768
891,11768
892,11768
893,11768
894,11768
895,11914.5
896,11914.5
897,11914.5
898,11914.5
899,11914.5
900,11914.5
901,11914.5
902,11914.5
903,11914.5
904,11914.5
905,11914.5
906,11914.5
907,11914.5
908,11914.5
909,11914.5
910,11914.5
911,11914.5
912,11914.5
913,11914.5
914,11914.5
915,11914.5
916,11914.5
917,11914.5
918,11914.5
919,11914.5
920,11914.5
921,11914.5
922,11914.5
923,11914.5
924,11914.5
925,11914.5
926,11914.5
927,11914.5
928,11914.5
929,11914.5
930,11914.5
931,11914.5
932,11914.5
933,11914.5
934,11914.5
935,11914.5
936,11914.5
937,11914.5
938,11914.5
939,11969
940,11969
941,11969
942,11969
943,11969
944,11969
945,11969
946,11969
947,11969
948,11969
949,11969
950,11969
951,11969
952,11969
953,11969
954,11969
955,11969
956,11969
957,11969
958,11969
959,11969
960,11969
961,11969
962,12060.5
963,12060.5
964,12060.5
965,12060.5
966,12060.5
967,12060.5
968,12081
969,12091
970,12091
971,12091
972,12091
973,12091
974,12091
975,12091
976,12091
977,12091
978,12091
979,12091
980,12091
981,12091
982,12091
983,12091
984,12091
985,12091
986,12091
987,12091
988,12091
989,12091
990,12091
991,12091
992,12091
993,12091
994,12091
995,12091
996,12091
997,12091
998,12091
999,12091
1000,12091
1001,12091
1002,12091
1003,12091
1004,12091
1005,12091
1006,12091
1007,12091
1008,12091
1009,12091
1010,12091
1011,12091
1012,12091
1013,12091
1014,12091
1015,12091
1016,12091
1017,12091
1018,12091
1019,12091
1020,12091
1021,12091
1022,12091
1023,12091
1024,12091
1025,12091
1026,12091
1027,12091
1028,12091
1029,12091
1030,12091
1031,12091
1032,12091
1033,12091
1034,12091
1035,12114.5
1036,12114.5
1037,12114.5
1038,12114.5
1039,12114.5
1040,12114.5
1041,12114.5
1042,12114.5
1043,12114.5
1044,12114.5
1045,12114.5
1046,12114.5
1047,12114.5
1048,12114.5
1049,12114.5
1050,12114.5
1051,12114.5
1052,12114.5
1053,12114.5
1054,12114.5
1055,12114.5
1056,12114.5
1057,12114.5
1058,12114.5
1059,12114.5
1060,12114.5
1061,12114.5
1062,12114.5
1063,12114.5
1064,12114.5
1065,12114.5
1066,12114.5
1067,12114.5
1068,12114.5
1069,12114.5
1070,12114.5
1071,12114.5
1072,12114.5
1073,12114.5
1074,12114.5
1075,12114.5
1076,12114.5
1077,12114.5
1078,12114.5
1079,12114.5
1080,12114.5
1081,12114.5
1082,12114.5
1083,12114.5
1084,12114.5
1085,12114.5
1086,12114.5
1087,12114.5
1088,12114.5
1089,12114.5
1090,12114.5
1091,12114.5
1092,12114.5
1093,12114.5
1094,12114.5
1095,12114.5
1096,12114.5
1097,12114.5
1098,12114.5
1099,12114.5
1100,12114.5
1101,12114.5
1102,12114.5
1103,12114.5
1104,12114.5
1105,12114.5
1106,12114.5
1107,12114.5
1108,12114.5
1109,12114.5
1110,12114.5
1111,12114.5
1112,12114.5
1113,12114.5
1114,12114.5
1115,12114.5
1116,12114.5
1117,12114.5
1118,12114.5
1119,12114.5
1120,12114.5
1121,12114.5
1122,12114.5
1123,12114.5
1124,12114.5
1125,12114.5
1126,12114.5
1127,12114.5
1128,12114.5
1129,12114.5
1130,12114.5
1131,12114.5
1132,12114.5
1133,12114.5
1134,12114.5
1135,12114.5
1136,12114.5
1137,12114.5
1138,12114.5
1139,12114.5
1140,12114.5
1141,12114.5
1142,12160
1143,12160
1144,12160
1145,12160
1146,12160
1147,12160
1148,12160
1149,12160
1150,12160
1151,12160
1152,12160
1153,12160
1154,12160
1155,12160
1156,12160
1157,12160
1158,12160
1159,12160
1160,12160
1161,12160
1162,12160
1163,12160
1164,12160
1165,12160
1166,12160
1167,12160
1168,12160
1169,12160
1170,12160
1171,12160
1172,12160
1173,12160
1174,12160
1175,12160
1176,12160
1177,12160
1178,12160
1179,12160
1180,12160
1181,12160
1182,12160
1183,12160
1184,12160
1185,12160
1186,12160
1187,12160
1188,12160
1189,12160
1190,12160
1191,12160
1192,12160
1193,12160
1194,12160
1195,12160
1196,12160
1197,12160
1198,12160
1199,12160
1200,12160
1201,12160
1202,12160
1203,12160
1204,12160
1205,12160
1206,12160
1207,12160
1208,12160
1209,12160
1210,12160
1211,12160
1212,12160
1213,12160
1214,12160
1215,12160
1216,12160
1217,12160
1218,12160
1219,12160
1220,12160
1221,12201
1222,12201
1223,12201
1224,12238
1225,12238
1226,12238
1227,12238
1228,12238
1229,12238
1230,12238
1231,12238
1232,12238
1233,12238
1234,12238
1235,12238
1236,12238
1237,12238
1238,12238
1239,12238
1240,12238
1241,12238
1242,12238
1243,12238
1244,12238
1245,12238
1246,12238
1247,12238
1248,12238
1249,12238
1250,12238
1251,12238
1252,12238
1253,12238
1254,12238
1255,12238
1256,12238
1257,12238
1258,12238
1259,12238
1260,12238
1261,12238
1262,12238
1263,12238
1264,12238
1265,12238
1266,12238
1267,12238
1268,12238
1269,12238
1270,12238
1271,12238
1272,12238
1273,12238
1274,12238
1275,12238
1276,12238
1277,12238
1278,12238
1279,12238
