"Objetivo","Metodo","Previsao","Runs","Lucro_Mediana","Lucro_Media","Lucro_Max","Lucro_Min","Unidades_Best","Total_HR_Best","Tempo_Total_s"
"O1","PSO","ARIMAX",5,15668,15596,16298,14938,58635,507,15.62
